area;acertos;min;max;media;ano
LC;22;447,4;618,8;566,97;2020
LC;23;473,9;629,7;576,7;2020
LC;24;467,3;640,8;586,36;2020
LC;25;498,0;647,7;595,63;2020
LC;26;515,0;657,6;604,77;2020
LC;27;539,8;664,8;613,93;2020
LC;28;550,6;677,1;623,07;2020
LC;29;565,1;679,3;632,23;2020
LC;30;564,1;689,5;641,17;2020
LC;31;591,9;701;650,36;2020
LC;32;602,0;710,2;659,53;2020
LC;33;588,3;716,8;668,89;2020
LC;34;624,7;724,8;678,2;2020
LC;35;633,2;740,9;687,95;2020
LC;36;645,1;738,5;698,05;2020
LC;37;662,3;757,1;707,53;2020
LC;38;667,2;769,1;718,73;2020
LC;39;696,2;772,6;729,22;2020
LC;40;705,4;786,5;741,42;2020
LC;41;734,8;787,4;760,8;2020
LC;42;727,2;801,1;766,24;2020
MT;0;327,1;327,1;327,1;2020
MT;1;327,1;371,4;337,28;2020
MT;2;327,1;406,5;346,05;2020
MT;3;327,1;439,3;355,39;2020
MT;4;327,1;471,3;366,61;2020
MT;5;327,3;503,8;378,07;2020
MT;6;327,4;525,8;391,11;2020
MT;7;327,5;547;405,67;2020
MT;8;327,8;568,8;422,11;2020
MT;9;328,6;587,8;440,34;2020
MT;10;329,9;606,5;460,43;2020
MT;11;329,5;618,4;482,49;2020
MT;12;333,2;630,3;506,15;2020
MT;13;335,7;645,7;530,4;2020
MT;14;338,1;650,8;554,34;2020
MT;15;345,1;667;576,65;2020
MT;16;349,5;674,2;597,71;2020
MT;17;359,3;685;615,91;2020
MT;18;371,5;699,1;632,41;2020
MT;19;425,4;705,9;646,97;2020
MT;20;429,7;713,1;660;2020
MT;21;447,1;723,3;672,2;2020
MT;22;533,7;737;683,97;2020
MT;23;582,0;744,6;695,02;2020
MT;24;613,2;751,6;705,64;2020
MT;25;628,0;759,8;716,51;2020
MT;26;659,5;769,8;727,01;2020
MT;27;669,3;780,2;737,53;2020
MT;28;672,1;790,3;747,97;2020
MT;29;684,8;796,4;758,22;2020
MT;30;714,0;806,6;768,84;2020
MT;31;724,8;816,5;779,4;2020
MT;32;740,1;827,7;790,4;2020
MT;33;734,3;838;801,25;2020
MT;34;758,4;849,8;813,16;2020
MT;35;769,8;868,5;825,08;2020
MT;36;795,4;871,2;837,55;2020
MT;37;796,9;887,8;851,04;2020
MT;38;817,0;900,8;864,85;2020
MT;39;840,5;913,1;880,7;2020
MT;40;861,9;927,6;897,54;2020
MT;41;871,8;945,4;915,62;2020
MT;42;902,1;957,3;935,41;2020
MT;43;933,3;966,6;956,26;2020
MT;44;975,0;975;975;2020
CH;0;328,9;328,9;328,9;2021
CH;1;328,9;363,9;335,33;2021
CH;2;329,3;384,9;342,25;2021
CH;3;329,7;402,8;349,75;2021
CH;4;329,9;419,5;357,72;2021
CH;5;330,4;434,6;366,23;2021
CH;6;331,6;447,1;375,99;2021
CH;7;332,9;464,3;386,77;2021
CH;8;333,7;480,2;398,65;2021
CH;9;336,0;495,7;411,74;2021
CH;10;338,9;515,2;426,25;2021
CH;11;341,3;524,2;441,85;2021
CH;12;341,4;533,2;458,69;2021
CH;13;349,5;543,8;475,56;2021
CH;14;353,3;552;492,48;2021
CH;15;365,0;561,6;508,51;2021
CH;16;381,3;572,5;523,07;2021
CH;17;388,8;580,4;536,15;2021
CH;18;392,3;584,6;547,52;2021
CH;19;453,2;594,5;558,06;2021
CH;20;480,1;600,7;567,34;2021
CH;21;485,4;607,5;576;2021
CH;22;513,2;614,2;584,32;2021
CH;23;517,9;623,3;592,17;2021
CH;24;544,5;631,2;599,78;2021
CH;25;562,5;637,1;607,19;2021
CH;26;571,4;640,1;614,55;2021
CH;27;577,7;647,7;621,89;2021
CH;28;585,3;654,9;629,22;2021
CH;29;591,7;662,5;636,64;2021
CH;30;609,0;671,3;644,14;2021
CH;31;613,6;680,4;651,85;2021
CH;32;627,7;688;659,81;2021
CH;33;629,2;696,2;668,08;2021
CH;34;646,0;706,2;676,66;2021
CH;35;652,4;715,7;685,83;2021
CH;36;656,9;723,9;695,35;2021
CH;37;672,9;734,1;705,77;2021
CH;38;677,9;745,3;716,92;2021
CH;39;687,0;757;729,28;2021
CH;40;705,1;772,6;742,68;2021
CH;41;719,9;786,5;757,72;2021
CH;42;737,2;802,7;774,96;2021
CH;43;754,7;819,1;795,55;2021
CH;44;789,5;832,5;819,17;2021
CH;45;846,9;846,9;846,9;2021
CN;0;339,7;339,7;339,7;2021
CN;1;339,7;377;348,29;2021
CN;2;339,7;409,2;353,11;2021
CN;3;339,8;434,9;361,58;2021
CN;4;339,9;451,5;370,04;2021
CN;5;340,2;464,3;378,31;2021
CN;6;340,4;482,8;387,67;2021
CN;7;340,8;499,5;397,99;2021
CN;8;341,6;514,8;408,93;2021
CN;9;342,5;536,7;420,78;2021
CN;10;342,8;549,9;433,8;2021
CN;11;343,6;565,1;447,58;2021
CN;12;347,6;577,6;462,78;2021
CN;13;347,5;581,8;479,32;2021
CN;14;346,5;591,2;496,6;2021
CN;15;357,6;601,6;514,47;2021
CN;16;359,8;608,9;532,21;2021
CN;17;376,9;616,8;548,96;2021
CN;18;375,6;627,7;564,49;2021
CN;19;392,4;634,9;578,81;2021
CN;20;425,3;641;591,32;2021
CN;21;401,4;647,5;602,78;2021
CN;22;456,4;654,8;613,2;2021
CN;23;515,7;661,3;622,97;2021
CN;24;511,7;668,8;632,29;2021
CN;25;545,4;677,6;641,21;2021
CN;26;580,2;683,5;650,03;2021
CN;27;602,1;691,6;658,42;2021
CN;28;607,9;701,5;666,95;2021
CN;29;630,0;706,4;675,04;2021
CN;30;626,0;717,7;683,55;2021
CN;31;641,0;726,9;691,94;2021
CN;32;659,9;732,7;700,25;2021
CN;33;663,4;741,9;708,5;2021
CN;34;680,1;753,6;716,84;2021
CN;35;678,3;760;725,95;2021
CN;36;697,4;773,3;734,99;2021
CN;37;702,9;784,1;744,63;2021
CN;38;717,0;792,1;755,09;2021
CN;39;728,5;803,6;765,87;2021
CN;40;742,8;828,5;778,34;2021
CN;41;756,4;839;790,85;2021
CN;42;771,0;848,7;806,11;2021
CN;43;791,3;858,8;828,62;2021
CN;44;826,8;867,1;850,59;2021
CN;45;867,1;867,1;867,1;2021
LC;0;298,0;304,2;300,27;2021
LC;1;298,0;346,9;308,32;2021
LC;2;298,0;370,4;318,3;2021
LC;3;298,0;401,4;328,42;2021
LC;4;298,5;414,7;338,46;2021
LC;5;299,0;429,5;349,64;2021
LC;6;299,7;446,6;360,79;2021
LC;7;302,2;465;373,27;2021
LC;8;303,3;476;386,36;2021
LC;9;305,2;493;400,54;2021
LC;10;305,5;503,4;415,09;2021
LC;11;306,9;519,3;430,11;2021
LC;12;317,3;531,3;444,99;2021
LC;13;319,7;550,6;460,25;2021
LC;14;329,4;550,1;474,71;2021
LC;15;341,5;557,6;488,54;2021
LC;16;360,9;568,3;501,28;2021
LC;17;371,4;575,8;513,48;2021
LC;18;363,2;583,9;524,6;2021
LC;19;422,3;592,8;535,26;2021
LC;20;441,1;600,8;545,27;2021
LC;21;445,9;609,9;554,9;2021
LC;22;478,7;612,1;563,94;2021
LC;23;496,1;620,5;573,02;2021
LC;24;507,6;630,8;581,8;2021
LC;25;516,5;635,6;590,39;2021
LC;26;523,3;645,8;599,08;2021
LC;27;539,9;651,4;607,98;2021
LC;28;546,9;665,2;616,83;2021
LC;29;557,4;676,8;625,7;2021
LC;30;565,4;679;634,62;2021
LC;31;584,0;699,5;644,15;2021
LC;32;588,1;711,4;653,9;2021
LC;33;592,7;717,6;664,18;2021
LC;34;619,4;729,6;674,81;2021
LC;35;625,6;734,5;685,74;2021
LC;36;642,4;758,8;697,04;2021
LC;37;650,1;777;709,41;2021
LC;38;668,4;781,6;723,98;2021
LC;39;655,2;794,2;735,2;2021
LC;40;698,6;808;752,13;2021
LC;41;710,0;826,1;765,09;2021
LC;42;744,0;790,3;773,74;2021
LC;43;786,1;820,5;810,08;2021
MT;0;353,8;353,8;353,8;2021
MT;1;353,8;384,2;362,18;2021
MT;2;354,0;414,9;370,54;2021
MT;3;354,6;444,4;378,89;2021
MT;4;354,9;470,1;388,8;2021
MT;5;356,3;495,4;399,79;2021
MT;6;357,1;512,5;411,96;2021
MT;7;359,0;533,7;425,87;2021
MT;8;359,6;553,2;441,55;2021
MT;9;362,9;573,2;459,47;2021
MT;10;364,4;597,4;479,59;2021
MT;11;369,4;613,8;501,97;2021
MT;12;375,5;631,2;525,74;2021
MT;13;387,4;644;550,11;2021
MT;14;394,3;651,6;573,48;2021
MT;15;395,4;664,7;595,38;2021
MT;16;433,5;674,2;614,52;2021
MT;17;462,9;682,5;631,1;2021
MT;18;512,5;689,4;645,52;2021
MT;19;492,4;698;658,08;2021
MT;20;576,0;706,5;669,41;2021
MT;21;605,4;715,8;679,97;2021
MT;22;598,4;722,6;689,99;2021
MT;23;645,9;732,7;699,43;2021
MT;24;656,4;741,6;708,59;2021
MT;25;664,1;750;717,8;2021
MT;26;683,0;756,8;726,63;2021
MT;27;689,2;766,1;735,49;2021
MT;28;698,3;775,6;744,35;2021
MT;29;715,1;785,1;753,23;2021
MT;30;725,8;791,2;762,4;2021
MT;31;732,7;800,4;771,56;2021
MT;32;743,5;809,9;781,27;2021
MT;33;752,8;821,9;791,08;2021
MT;34;762,1;830,2;801,38;2021
MT;35;775,8;841,7;812,49;2021
MT;36;787,1;856,1;824,13;2021
MT;37;789,8;869,6;836,74;2021
MT;38;814,8;882,1;850,37;2021
MT;39;826,5;898,3;865,24;2021
MT;40;838,2;913,2;881,74;2021
MT;41;857,5;930,6;899,69;2021
MT;42;874,3;944,1;919,65;2021
MT;43;908,1;948,8;936,87;2021
MT;44;953,1;953,1;953,1;2021
CH;0;305,1;305,1;305,1;2022
CH;1;305,1;352,5;316,53;2022
CH;2;305,1;382,5;326,81;2022
CH;3;305,2;409,1;334,59;2022
CH;4;305,6;430,7;343,58;2022
CH;5;306,0;444,9;354,61;2022
CH;6;306,4;453,6;366,35;2022
CH;7;306,6;466,4;380,42;2022
CH;8;307,4;482,5;394,69;2022
CH;9;308,7;491,5;410,27;2022
CH;10;310,2;504;425,99;2022
CH;11;310,1;513,7;441,94;2022
CH;12;318,5;525,2;457,18;2022
CH;13;318,1;534;471,74;2022
CH;14;328,3;543,8;485,36;2022
CH;15;346,3;554,8;498,41;2022
CH;16;342,1;562,2;510,67;2022
CH;17;366,1;570,3;522,24;2022
CH;18;386,5;581,9;533,02;2022
CH;19;397,8;590;543,34;2022
CH;20;434,1;598;553,18;2022
CH;21;463,4;608,2;562,54;2022
CH;22;486,5;615,9;571,39;2022
CH;23;500,7;625,9;580,08;2022
CH;24;526,5;632,4;588,51;2022
CH;25;542,1;640,2;596,65;2022
CH;26;547,9;644,9;605,01;2022
CH;27;562,8;651,6;613,09;2022
CH;28;572,3;660,6;621,26;2022
CH;29;578,0;666,5;629,53;2022
CH;30;583,7;675;637,83;2022
CH;31;595,9;683,3;646,43;2022
CH;32;605,5;694,2;655,07;2022
CH;33;616,6;703,2;664,13;2022
CH;34;623,4;713;673,41;2022
CH;35;631,9;722,9;683,04;2022
CH;36;639,3;737,7;693,29;2022
CH;37;653,3;750,4;703,93;2022
CH;38;664,0;764,1;715,2;2022
CH;39;668,8;781;727,63;2022
CH;40;687,4;793,4;741,12;2022
CH;41;687,8;807;756,83;2022
CH;42;724,3;817,7;776,38;2022
CH;43;755,4;829,1;795,54;2022
CH;44;769,4;839,2;811,78;2022
CH;45;839,2;839,2;839,2;2022
CN;0;360,6;360,6;360,6;2022
CN;1;360,6;399,8;368,42;2022
CN;2;360,6;417,2;373,68;2022
CN;3;360,6;438,9;380,81;2022
CN;4;360,6;459,3;388,73;2022
CN;5;360,7;481,7;397,87;2022
CN;6;361,0;493,2;407,54;2022
CN;7;361,5;523,5;418,23;2022
CN;8;361,8;545,5;430,08;2022
CN;9;362,6;556,6;443,25;2022
CN;10;363,3;582,1;457,51;2022
CN;11;367,2;591,2;473,17;2022
CN;12;369,0;598,4;489,9;2022
CN;13;373,4;611,5;507,16;2022
CN;14;372,3;620,6;525,03;2022
CN;15;386,2;629,5;542,52;2022
CN;16;399,4;641,1;559,52;2022
CN;17;416,0;651,3;575,63;2022
CN;18;422,8;657,5;590,46;2022
CN;19;436,2;663,9;604,45;2022
CN;20;471,1;673,8;617,22;2022
CN;21;506,5;681,1;628,79;2022
CN;22;536,7;689,8;639,63;2022
CN;23;562,7;693,3;649,81;2022
CN;24;586,8;699,6;659,13;2022
CN;25;599,3;709,3;667,89;2022
CN;26;604,3;719,3;676,78;2022
CN;27;624,1;727,1;684,6;2022
CN;28;613,6;728,3;692,98;2022
CN;29;646,1;737,3;700,64;2022
CN;30;644,2;746,2;708,93;2022
CN;31;664,9;753,1;716,9;2022
CN;32;672,8;758,7;725,14;2022
CN;33;686,7;771,2;733,41;2022
CN;34;691,4;777,9;742,06;2022
CN;35;699,5;795,7;750,45;2022
CN;36;715,2;803,3;760,54;2022
CN;37;724,1;825,7;769,19;2022
CN;38;728,3;825,7;779,04;2022
CN;39;742,8;857,4;790,84;2022
CN;40;751,3;844,9;802,33;2022
CN;41;772,3;868,7;816,51;2022
CN;42;777,7;868,7;825,88;2022
CN;43;838,7;875,3;857,28;2022
CN;44;868,7;868,7;868,7;2022
CN;45;875,3;875,3;875,3;2022
LC;0;270,6;280,7;275,44;2022
LC;1;270,6;320,9;283,88;2022
LC;2;270,6;349,3;293,38;2022
LC;3;270,9;365,8;304,95;2022
LC;4;271,1;391,8;316,43;2022
LC;5;271,3;404,2;328,85;2022
LC;6;273,3;421;341,16;2022
LC;7;273,8;434,9;354,26;2022
LC;8;273,1;450,2;367,51;2022
LC;9;275,5;459,2;381,89;2022
LC;10;280,0;471,4;396,51;2022
LC;11;284,5;481,9;411,52;2022
LC;12;282,6;492,5;426,46;2022
LC;13;302,3;503,5;440,92;2022
LC;14;308,9;513,4;454,85;2022
LC;15;326,0;526,8;467,93;2022
LC;16;316,3;533,5;480,62;2022
LC;17;351,9;542,3;492,29;2022
LC;18;350,6;552,5;503,23;2022
LC;19;396,0;559,7;513,73;2022
LC;20;405,2;568,6;523,6;2022
LC;21;439,0;578,7;533,21;2022
LC;22;450,8;582,6;542,42;2022
LC;23;472,6;593;551,4;2022
LC;24;490,9;599,3;560,29;2022
LC;25;501,1;614,3;568,94;2022
LC;26;515,6;620,3;577,64;2022
LC;27;524,7;632,1;586,29;2022
LC;28;537,1;642,1;594,93;2022
LC;29;543,0;646,2;603,78;2022
LC;30;553,0;654,7;612,73;2022
LC;31;560,6;666,1;621,77;2022
LC;32;574,8;677,4;631,12;2022
LC;33;578,9;688,5;640,75;2022
LC;34;597,0;698;650,74;2022
LC;35;602,4;708,4;661;2022
LC;36;624,8;721,8;672,13;2022
LC;37;631,1;730,3;683,41;2022
LC;38;653,3;742,9;695,34;2022
LC;39;664,7;754,5;708,15;2022
LC;40;676,1;761,2;721,49;2022
LC;41;707,7;778,5;738,98;2022
LC;42;731,3;789,2;754,48;2022
LC;43;747,9;797;768,11;2022
LC;44;785,2;801;793,1;2022
MT;0;336,8;336,8;336,8;2022
MT;1;336,8;384,4;345,06;2022
MT;2;336,8;411,4;354,2;2022
MT;3;336,9;441,6;364,94;2022
MT;4;336,9;481,5;375,48;2022
MT;5;337,0;526,3;387,83;2022
MT;6;337,1;557,9;401,41;2022
MT;7;337,1;582,2;417,05;2022
MT;8;337,9;602,7;435,03;2022
MT;9;337,9;623,3;454,7;2022
MT;10;339,1;640,2;476,81;2022
MT;11;338,9;659,1;500,08;2022
MT;12;346,5;670;524,62;2022
MT;13;352,3;681,8;549,74;2022
MT;14;358,5;695,3;574,6;2022
MT;15;361,6;707,8;598,51;2022
MT;16;378,5;716,8;621,28;2022
MT;17;389,0;729;642,7;2022
MT;18;402,8;744,1;662,41;2022
MT;19;437,2;751,2;680,5;2022
MT;20;428,6;767,5;697,15;2022
MT;21;466,4;782,4;712,54;2022
MT;22;508,3;798,1;727,05;2022
MT;23;482,8;807,5;740,99;2022
MT;24;508,3;820;754,03;2022
MT;25;551,1;834,3;767,03;2022
MT;26;618,7;841,4;779,51;2022
MT;27;679,4;853,3;791,64;2022
MT;28;722,7;859,7;803,57;2022
MT;29;735,3;870,1;815,11;2022
MT;30;759,1;878,5;826,17;2022
MT;31;773,0;885,7;837,13;2022
MT;32;770,8;898,3;847,81;2022
MT;33;799,7;907,5;859,53;2022
MT;34;806,8;925,3;870,98;2022
MT;35;818,8;931,5;882,63;2022
MT;36;837,7;944,4;895,25;2022
MT;37;848,4;955,8;908,92;2022
MT;38;848,9;967,4;921,63;2022
MT;39;880,6;973,3;936,23;2022
MT;40;888,5;978;947,92;2022
MT;41;896,3;981,3;960,23;2022
MT;42;936,8;983,9;968,74;2022
MT;43;958,1;985,7;978,33;2022
MT;44;985,7;985,7;985,7;2022
MT;0;;;;2023
MT;1;328,2;336,3;369,6;2023
MT;2;328,2;343,3;399,4;2023
MT;3;328,2;350,7;431,1;2023
MT;4;328,2;359,7;455;2023
MT;5;328,5;370,3;483,2;2023
MT;6;328,6;382;505,4;2023
MT;7;328,8;395,5;524,8;2023
MT;8;329,2;410,6;545;2023
MT;9;330,4;428,1;562,7;2023
MT;10;331,1;447,8;582,9;2023
MT;11;332,0;469,3;596,4;2023
MT;12;332,0;492,8;616;2023
MT;13;332,2;517,2;633,1;2023
MT;14;341,1;541,9;643,6;2023
MT;15;343,3;565,5;656,7;2023
MT;16;349,2;588;666,7;2023
MT;17;362,6;608;678,9;2023
MT;18;382,9;626,1;687,7;2023
MT;19;388,5;642,6;698,5;2023
MT;20;449,4;656,9;709;2023
MT;21;446,8;670,1;715,7;2023
MT;22;531,5;682,1;724,1;2023
MT;23;573,9;693,7;734,9;2023
MT;24;621,7;704,5;740,5;2023
MT;25;640,3;714,8;749,9;2023
MT;26;642,0;724,9;757,9;2023
MT;27;666,4;734,7;768,3;2023
MT;28;689,4;744,7;776,2;2023
MT;29;696,0;754,6;786;2023
MT;30;708,8;764,7;796,2;2023
MT;31;726,6;775,2;809,9;2023
MT;32;730,1;785,6;818,8;2023
MT;33;753,7;796,8;828,7;2023
MT;34;767,2;808;837,6;2023
MT;35;782,3;819,7;852,5;2023
MT;36;794,7;831,7;865,4;2023
MT;37;801,9;845;882,7;2023
MT;38;821,3;858,8;891,6;2023
MT;39;833,4;873,7;909,5;2023
MT;40;854,1;890,2;923,1;2023
MT;41;870,5;907,9;935,8;2023
MT;42;891,9;927,6;947,8;2023
MT;43;917,8;945,7;958,6;2023
MT;44;958,6;958,6;958,6;2023
MT;45;958,6;958,6;958,6;2023
CN;1;323,3;338,3;374;2023
CN;2;323,3;351,3;410,3;2023
CN;3;323,4;364;440,9;2023
CN;4;323,4;376,4;464,9;2023
CN;5;323,4;388,8;492,8;2023
CN;6;323,5;401;512,4;2023
CN;7;323,5;414,3;527,3;2023
CN;8;323,8;427,9;539,4;2023
CN;9;324,0;442,8;550,6;2023
CN;10;324,3;458,5;562,7;2023
CN;11;324,8;474,9;575,9;2023
CN;12;325,0;491,9;588,7;2023
CN;13;327,3;509,4;598,1;2023
CN;14;330,3;526,9;606,7;2023
CN;15;327,6;544,1;613,8;2023
CN;16;338,3;560,7;621,1;2023
CN;17;339,1;576,2;628,3;2023
CN;18;366,0;590,3;640,1;2023
CN;19;363,6;603;646,4;2023
CN;20;419,7;614,3;655,9;2023
CN;21;463,7;624,4;659,8;2023
CN;22;479,0;633,5;668,9;2023
CN;23;504,6;641,9;672,6;2023
CN;24;590,0;649,8;681,2;2023
CN;25;600,2;657,5;687,2;2023
CN;26;624,6;664,7;692,5;2023
CN;27;634,0;671,8;699,6;2023
CN;28;643,7;679,1;704,2;2023
CN;29;649,6;686;714;2023
CN;30;661,1;693,2;721,3;2023
CN;31;667,5;700,3;727,7;2023
CN;32;670,5;707,6;731,6;2023
CN;33;686,3;715,3;742,7;2023
CN;34;692,5;722,9;750,8;2023
CN;35;700,0;731,1;761,2;2023
CN;36;711,4;739,3;766,1;2023
CN;37;719,4;748;778,3;2023
CN;38;725,4;757,4;791,4;2023
CN;39;738,3;767,3;798,1;2023
CN;40;747,2;778;809;2023
CN;41;763,0;790,8;816,5;2023
CN;42;772,1;805,4;833,5;2023
CN;43;783,4;823,9;844,3;2023
CN;44;806,1;845,2;856,7;2023
CN;45;868,4;868,4;868,4;2023
CH;1;293,6;301;336,5;2023
CH;2;293,7;308,6;368,4;2023
CH;3;293,8;316,3;380,7;2023
CH;4;294,0;324,8;402,6;2023
CH;5;294,7;333,3;409,8;2023
CH;6;294,8;342,6;426,2;2023
CH;7;295,2;353,2;437,2;2023
CH;8;296,4;365;448,6;2023
CH;9;296,4;377,6;460,7;2023
CH;10;298,6;391,4;472,9;2023
CH;11;300,2;405,6;483,9;2023
CH;12;306,7;420,6;493,1;2023
CH;13;313,9;435,5;507,2;2023
CH;14;311,7;449,8;509,7;2023
CH;15;320,0;463,7;521,2;2023
CH;16;313,8;476,7;532,4;2023
CH;17;343,1;488,8;538,5;2023
CH;18;340,4;500;544,1;2023
CH;19;380,2;510,3;558,5;2023
CH;20;391,6;520;563,9;2023
CH;21;397,0;529,2;571,6;2023
CH;22;446,2;537,7;583;2023
CH;23;462,3;546;588,6;2023
CH;24;479,3;553,9;594,2;2023
CH;25;501,1;561,6;601,9;2023
CH;26;516,4;569,3;609,2;2023
CH;27;527,5;576,8;617,8;2023
CH;28;539,4;584,2;624,7;2023
CH;29;545,5;591,7;631,9;2023
CH;30;553,8;599,5;644,5;2023
CH;31;564,8;607,4;651;2023
CH;32;572,5;615,3;656,4;2023
CH;33;577,3;624;665,1;2023
CH;34;587,4;632,9;674,2;2023
CH;35;595,1;642,4;684,3;2023
CH;36;602,9;652,8;695,2;2023
CH;37;611,9;663,9;703,1;2023
CH;38;620,3;676;716,5;2023
CH;39;630,8;689,2;730,4;2023
CH;40;647,5;704,1;743,4;2023
CH;41;664,9;720,9;757;2023
CH;42;679,2;740,2;772,6;2023
CH;43;706,8;762,8;788;2023
CH;44;743,1;791,4;805,1;2023
CH;45;823,0;823;823;2023
LC;1;287,2;294,8;346,1;2023
LC;2;287,6;303,2;367,3;2023
LC;3;288,0;313,2;384,2;2023
LC;4;288,2;321,4;392,8;2023
LC;5;288,7;332,5;408,3;2023
LC;6;289,8;344,3;419,5;2023
LC;7;290,9;356,9;431,8;2023
LC;8;290,9;369,9;442,2;2023
LC;9;294,2;383,8;450,7;2023
LC;10;295,4;398;459,9;2023
LC;11;296,7;411,9;471,8;2023
LC;12;302,5;426;481,6;2023
LC;13;302,6;439,1;490,4;2023
LC;14;308,1;452;503,9;2023
LC;15;318,8;463,7;511,5;2023
LC;16;323,1;475,2;520,7;2023
LC;17;324,2;485,8;530;2023
LC;18;366,7;495,8;536,9;2023
LC;19;366,5;505,2;548,1;2023
LC;20;406,9;514,1;555,7;2023
LC;21;399,4;522,8;560,3;2023
LC;22;453,2;531;569,4;2023
LC;23;469,9;539,1;578,6;2023
LC;24;481,8;547,1;580,9;2023
LC;25;496,1;555;588,7;2023
LC;26;506,0;562,9;598;2023
LC;27;514,2;570,8;605,7;2023
LC;28;531,3;578,9;612,6;2023
LC;29;540,5;587;619,2;2023
LC;30;547,2;595,3;628;2023
LC;31;550,4;603,8;636,1;2023
LC;32;567,8;612,7;642,1;2023
LC;33;571,7;622;651,9;2023
LC;34;582,0;631,6;659,5;2023
LC;35;592,8;641,9;670,3;2023
LC;36;599,0;652,8;679,6;2023
LC;37;615,8;664,3;690,2;2023
LC;38;628,8;676,8;704,5;2023
LC;39;640,8;690,2;717;2023
LC;40;652,8;704,8;735,5;2023
LC;41;688,6;721;749,2;2023
LC;42;703,4;738,5;767,9;2023
LC;43;731,8;758,9;783,3;2023
LC;44;768,9;788,3;803,1;2023
LC;45;820,8;820 8;820,8;2023